title,company,location,work_mode,job_type,skills,salary_avg,date_posted,experience_level,education,source,job_url,salary_min,salary_max
Machine Learning / Data Science Engineer,CapTech,"Reston, Virginia, United States",onsite,fulltime,"['AWS', 'Amazon RDS', 'Azure', 'Azure SQL', 'Databricks']",,2026-03-09 00:00:00+00:00,mid-level,Bachelors in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/machine-learning-engineer-captech-united-states-2/,,
Duales Studium Data Science & KI (m/w/d),Nagarro,"Kronberg im Taunus, Hessen, Germany",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,entry-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/duales-studium-data-science-nagarro-germany-28/,,
"Senior Data Scientist, Sales Analytics",Airwallex,"Singapore, , Singapore",onsite,fulltime,"['Airflow', 'DBT', 'Databricks', 'Excel', 'Python']",,2026-03-09 00:00:00+00:00,senior,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-data-scientist-airwallex-singapore-42/,,
Machine Learning System Engineer,Atlassian,", , United States",onsite,fulltime,"['Amazon Web Services', 'Apache Spark', 'Cloud Formation', 'Databricks', 'EKS']",,2026-03-09 00:00:00+00:00,mid-level,Bachelors in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/machine-learning-system-eng-atlassian-united-states-75/,,
"Data Science Manager, Prime Video",Amazon,"Seattle, Washington, United States",onsite,fulltime,"['Python', 'R']",207350.0,2026-03-09 00:00:00+00:00,mid-level,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-manager-amazon-united-states-774/,142300.0,272400.0
Lead Data Scientist,NBCUniversal,"Brentford, , United Kingdom",onsite,fulltime,"['Airflow', 'Google AI Platform', 'Google Cloud Platform', 'Java', 'Kubeflow']",,2026-03-09 00:00:00+00:00,lead,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/lead-data-scientist-nbcuniversal-united-kingdom-20/,,
Data Scientist,Zefr,"Tel Aviv, , Israel",onsite,fulltime,"['Weights and Biases', 'AWS', 'Airflow', 'Apache Kafka', 'DBT']",,2026-03-09 00:00:00+00:00,mid-level,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-zefr-israel-6/,,
"Senior Manager, Machine Learning",EvenUp,"Toronto, Ontario, Canada",onsite,fulltime,"['LLMs', 'Python']",,2026-03-09 00:00:00+00:00,senior,Masters in a relevant field,datasciencejobs,https://datasciencejobs.com/jobs/senior-manager-machine-learning-evenup-canada-16/,,
"Machine Learning Engineer, Agents",Grammarly,"San Francisco, California, United States",onsite,fulltime,['Python'],317500.0,2026-03-09 00:00:00+00:00,entry-level,Bachelors in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/machine-learning-engineer-grammarly-united-states-8/,250000.0,385000.0
Machine Learning Data Engineer,BlueOptima,"Bangalore, Karnataka, India",onsite,fulltime,"['ArcGIS', 'Dask', 'Docker', 'GeoPandas', 'Keras']",,2026-03-09 00:00:00+00:00,mid-level,Masters in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/machine-learning-data-engineer-blueoptima-india-5/,,
Computer Vision/ML Engineer,Norbert Health,"Paris, , France",onsite,fulltime,"['C++', 'NVIDIA Triton', 'PyTorch', 'Python', 'TensorRT']",,2026-03-09 00:00:00+00:00,mid-level,Bachelors in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/deep-learning-engineer-norbert-health-france-2/,,
Senior Data Scientist – Computer Vision & Biomedical Imaging,MSD,"Cambridge, Massachusetts, United States",onsite,fulltime,"['CNN', 'Deep Learning', 'PyTorch', 'Python', 'Transformers']",182600.0,2026-03-09 00:00:00+00:00,senior,Masters in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-data-scientist-computer-vision-msd-united-states-2/,141900.0,223300.0
Lead Computer Vision Engineer (d/m/w),Airbus,"Hamburg, Hamburg, Germany",onsite,fulltime,"['AWS', 'GCP', 'Keras', 'PyTorch', 'Python']",,2026-03-09 00:00:00+00:00,lead,Masters in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/lead-computer-vision-engineer-airbus-germany-2/,,
AI and Machine Learning Engineer,Hewlett Packard Enterprise,"Aguadilla, Puerto Rico, Puerto Rico",onsite,fulltime,"['AWS', 'Azure', 'Git', 'Java', 'Linux']",,2026-03-09 00:00:00+00:00,mid-level,Bachelors in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/aiml-engineer-hewlett-packard-enterprise-puerto-rico-5/,,
"Principal Machine Learning Engineer, Ad Marketplace, Level 7",Snap Inc.,"Palo Alto, California, United States",onsite,fulltime,"['PyTorch', 'Python', 'TensorFlow']",324500.0,2026-03-09 00:00:00+00:00,lead,Masters in Machine Learning,datasciencejobs,https://datasciencejobs.com/jobs/principal-machine-learning-engineer-snap-inc-united-states-3/,235000.0,414000.0
Senior Distinguished Machine Learning Engineer,Capital One,"Bangalore, Karnataka, India",onsite,fulltime,"['C/C++', 'Dask', 'NumPy', 'Python', 'RAPIDs']",,2026-03-09 00:00:00+00:00,senior,Masters in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-distinguished-machine-learning-eng-capital-one-india-19/,,
IT Database Engineer - Junior,Eurofins,"Indaiatuba, São Paulo, Brazil",onsite,fulltime,"['MySQL', 'Oracle', 'SQL Server']",,2026-03-09 00:00:00+00:00,entry-level,Bachelors in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/it-database-engineer-eurofins-brazil-8/,,
Staff Data Engineer,Visa,"Foster City, California, United States",onsite,fulltime,"['AWS', 'Airflow', 'Docker', 'Hadoop', 'Java']",179025.0,2026-03-09 00:00:00+00:00,mid-level,Bachelors in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/staff-data-engineer-visa-united-states-57/,146200.0,211850.0
DataOps Engineer H/F,NEXTON,"Bordeaux, , France",onsite,fulltime,"['Azure DevOps', 'DBT', 'Docker', 'Git', 'Kafka']",,2026-03-09 00:00:00+00:00,mid-level,Bachelors in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/dataops-engineer-nexton-france-6/,,
"Data Science Manager, Amazon Music - DISCO",Amazon,"Seattle, Washington, United States",onsite,fulltime,"['Python', 'R']",207350.0,2026-03-09 00:00:00+00:00,mid-level,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-science-manager-amazon-united-states-773/,142300.0,272400.0
Data Scientist,IQVIA,"Paris, , France",onsite,fulltime,"['Azure', 'Databricks', 'Docker', 'Git', 'Kubernetes']",,2026-03-09 00:00:00+00:00,mid-level,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-iqvia-france-19/,,
"Machine Learning Engineering Manager, Recommendations",Suno,"San Francisco, California, United States",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,lead,Masters in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/machine-learning-engineering-manager-suno-united-states-4/,,
"Staff Machine Learning Engineer, Ads - Quora (Remote)",Quora,"Remote, Remote, United States",remote,fulltime,['Python'],255060.0,2026-03-09 00:00:00+00:00,mid-level,Bachelors in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/staff-machine-learning-engineer-quora-united-states-10/,189507.0,320613.0
"Sr Analyst, Analytics and Data Science - Stars Program - Remote AZ",Blue Cross Blue Shield of Arizona,"Remote, Phoenix, Arizona, United States",remote,fulltime,"['Python', 'SAS', 'SQL', 'Tableau']",,2026-03-09 00:00:00+00:00,senior,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/sr-analyst-analytics-and-data-science-blue-cross-blue-shield-of-arizona-united-states-2/,,
"Staff Data Scientist, Core Data & Analytics",Ibotta,"Denver, Colorado, United States",onsite,fulltime,"['PySpark', 'Python', 'Spark']",163500.0,2026-03-09 00:00:00+00:00,mid-level,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/staff-data-scientist-ibotta-united-states-2/,152000.0,175000.0
Lead AI/Data Science Engineer,Medtronic,"Hyderabad, Telangana, India",onsite,fulltime,"['PyTorch', 'Python', 'TensorFlow']",,2026-03-09 00:00:00+00:00,lead,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/lead-data-scientist-medtronic-india-2/,,
"Software Engineer, C++ (Computer Vision)",Snap Inc.,"Vienna, , Austria",onsite,fulltime,['C++'],,2026-03-09 00:00:00+00:00,mid-level,Bachelors in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/software-engineer-cv-snap-inc-austria-2/,,
PhD Intern - AI/ML/NLP Engineer,WEX,"Remote, , Remote, United States",remote,fulltime,"['AWS', 'C++', 'GoLang', 'Java', 'Kubernetes']",38.0,2026-03-09 00:00:00+00:00,entry-level,PhD in AI/ML/NLP,datasciencejobs,https://datasciencejobs.com/jobs/phd-intern-aimlnlp-wex-united-states-2/,33.0,43.0
Senior Applied NLP & ML Researcher,LSEG,"Kiryat Arie, Kiryat Arie, Israel",onsite,fulltime,"['AWS', 'Azure', 'DevOps', 'PyTorch', 'Python']",,2026-03-09 00:00:00+00:00,senior,Masters in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-applied-nlp-ml-researcher-lseg-israel-2/,,
Data Engineer Tech Lead,JLL,"Tel Aviv, , Israel",onsite,fulltime,"['AWS', 'Apache Spark', 'Azure', 'BigQuery', 'Databricks']",,2026-03-09 00:00:00+00:00,lead,Bachelors in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/data-engineer-tech-lead-jll-israel-2/,,
Data Engineering Intern,Intelcom | Dragonfly,"Montreal, Quebec, Canada",onsite,fulltime,"['AWS', 'Apache Airflow', 'Azure', 'DBT', 'Power BI']",,2026-03-09 00:00:00+00:00,entry-level,Bachelors in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/data-engineering-intern-intelcom-%7C-dragonfly-canada-2/,,
"Student Data Engineer, Finance Transformation (Summer 2026, 8 Months)",OMERS,"Toronto, Ontario, Canada",onsite,fulltime,"['Excel', 'Power BI', 'Python', 'SQL']",,2026-03-09 00:00:00+00:00,entry-level,Bachelors in Finance,datasciencejobs,https://datasciencejobs.com/jobs/student-data-engineer-omers-canada-2/,50700.0,
Data Scientist - Perception Verification and Validation,Zoox,"Foster City, California, United States",onsite,fulltime,"['Python', 'SQL', 'Scala', 'Spark']",208000.0,2026-03-09 00:00:00+00:00,mid-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-perception-verification-zoox-united-states-34/,176000.0,240000.0
Data Science Intern,Hewlett Packard Enterprise,"Sunnyvale, California, United States",onsite,fulltime,"['Ab Initio', 'Informatica', 'Python', 'R', 'SAS']",40.5,2026-03-09 00:00:00+00:00,entry-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-science-intern-hewlett-packard-enterprise-united-states-4/,35.0,46.0
Marketing Data Scientist,BMO,"Toronto, Ontario, Canada",onsite,fulltime,"['AWS', 'GCP', 'Looker', 'Power BI', 'Prophet']",,2026-03-09 00:00:00+00:00,mid-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/marketing-data-scientist-bmo-canada-2/,67200.0,
Senior Staff Machine Learning Engineer - Build Agent,ServiceNow,"San Diego, California, United States",onsite,fulltime,['Python'],244750.0,2026-03-09 00:00:00+00:00,senior,Bachelors in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-staff-machine-learning-engineer-servicenow-united-states-19/,178000.0,311500.0
"Applied Scientist II, Machine Learning Accelerator - Annapurna Labs",Amazon,"Austin, Texas, United States",onsite,fulltime,"['C++', 'Java', 'Python', 'Unix/Linux']",179700.0,2026-03-09 00:00:00+00:00,mid-level,Masters in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/applied-scientist-ii-machine-learning-amazon-united-states-772/,136000.0,223400.0
Senior Machine Learning System Engineer,Atlassian,", California, United States",onsite,fulltime,[],216337.5,2026-03-09 00:00:00+00:00,senior,Masters in Machine Learning,datasciencejobs,https://datasciencejobs.com/jobs/senior-ml-system-engineer-atlassian-united-states-74/,168300.0,264375.0
Data Scientist II,AAA Auto Club Enterprises,"Coppell, Texas, United States",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,mid-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-ii-aaa-auto-club-enterprises-united-states-2/,,
Data Scientist SME,General Dynamics Information Technology,"Arlington, Virginia, United States",onsite,fulltime,"['Airflow', 'Docker', 'ElasticSearch', 'FastAPI', 'Hive']",240000.0,2026-03-09 00:00:00+00:00,mid-level,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-sme-general-dynamics-information-technology-united-states-2/,204000.0,276000.0
Senior Data Scientist - GSC - US,Sysco,", , United States",onsite,fulltime,"['C++', 'Java', 'Python', 'SQL']",,2026-03-09 00:00:00+00:00,senior,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-data-scientist-sysco-united-states-2/,,
Computer Vision AI Engineer,Booz Allen Hamilton,"Colorado Springs, Colorado, United States",onsite,fulltime,"['C++', 'CUDA', 'Kubernetes', 'Python', 'RAPIDs']",126750.0,2026-03-09 00:00:00+00:00,mid-level,Masters in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/computer-vision-ai-engineer-booz-allen-hamilton-united-states-15/,77500.0,176000.0
Computer Vision Engineering Intern,Snap Inc.,"Vienna, , Austria",onsite,fulltime,"['Blender', 'C++', 'Lens Studio', 'Python', 'Unity']",,2026-03-09 00:00:00+00:00,entry-level,Bachelors in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/computer-vision-engineering-intern-snap-inc-austria-2/,,
Applied Machine Learning Scientist Co-op/Intern (SUMMER 2026),TD,"Toronto, Ontario, Canada",onsite,fulltime,"['AWS', 'Azure', 'Databricks', 'Git', 'Python']",,2026-03-09 00:00:00+00:00,entry-level,Bachelors in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/machine-learning-scientist-co-op-td-canada-2/,45700.0,
Machine Learning Engineer,Guidewire Software,"Toronto, Ontario, Canada",onsite,fulltime,"['AI', 'LLMs', 'ML', 'Python', 'cloud']",,2026-03-09 00:00:00+00:00,mid-level,Masters in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/machine-learning-engineer-guidewire-software-canada-2/,,
"Machine Learning Engineer - Data Pipelines, Analyst",MUFG,"Jersey City, New Jersey, United States",onsite,fulltime,[],101500.0,2026-03-09 00:00:00+00:00,mid-level,Bachelors in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/machine-learning-engineer-mufg-united-states-2/,82000.0,121000.0
Data Scientist,Adobe,"San Jose, California, United States",onsite,fulltime,"['Apache Hadoop', 'Apache Spark', 'Databricks', 'Python', 'SQL']",154850.0,2026-03-09 00:00:00+00:00,mid-level,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-adobe-united-states-19/,109000.0,200700.0
Manager -Data Science,American Express,"Bengaluru, Karnataka, India",onsite,fulltime,"['AWS', 'Agentic frameworks', 'Airflow', 'BERT', 'GAN']",,2026-03-09 00:00:00+00:00,mid-level,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/manager-data-science-american-express-india-52/,,
Data Scientist,IQVIA,"Shanghai, , China",onsite,fulltime,"['Java', 'Python', 'R', 'SAS']",,2026-03-09 00:00:00+00:00,mid-level,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-iqvia-china-18/,,
Algorithm Engineer (Deep Learning/C++)(E),KLA,"Ann Arbor, Michigan, United States",onsite,fulltime,"['C++', 'Linux', 'MATLAB', 'Python', 'TensorFlow']",123100.0,2026-03-09 00:00:00+00:00,mid-level,Masters in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/algorithm-engineer-kla-united-states-2/,91200.0,155000.0
Deep Learning Compiler Engineer (MLIR/LLVM),Intel,"Tel Aviv, Tel Aviv, Israel",onsite,fulltime,"['C++', 'LLVM', 'Linux', 'MLIR']",,2026-03-09 00:00:00+00:00,mid-level,Masters in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/deep-learning-compiler-engineer-intel-israel-14/,,
Senior Deep Learning Engineer,Shield AI,"Melbourne, Victoria, Australia",onsite,fulltime,"['C++', 'Caffe', 'PyTorch', 'Python', 'TensorFlow']",,2026-03-09 00:00:00+00:00,senior,Masters in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-deep-learning-engineer-shield-ai-australia-5/,,
Principal Research Scientist,Leidos,"Beavercreek, Ohio, United States",onsite,fulltime,"['C++', 'GitLab', 'Linux', 'MATLAB', 'PyTorch']",184325.0,2026-03-09 00:00:00+00:00,senior,PhD in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/principal-research-scientist-leidos-united-states-9/,131300.0,237350.0
Research Scientist,KLA,"Newport, Wales, United Kingdom",onsite,fulltime,['COMSOL'],,2026-03-09 00:00:00+00:00,mid-level,Masters in Engineering,datasciencejobs,https://datasciencejobs.com/jobs/research-scientist-kla-united-kingdom-2/,,
"Principal Research Scientist, TB Modeling",Gates Foundation,"Seattle, Washington, United States",onsite,fulltime,"['Python', 'R']",351900.0,2026-03-09 00:00:00+00:00,senior,PhD in Epidemiology,datasciencejobs,https://datasciencejobs.com/jobs/principal-research-scientist-gates-foundation-united-states-2/,261700.0,442100.0
"Senior Manager, Machine Learning Engineering",Workday,"Seattle, Washington, United States",onsite,fulltime,"['AI', 'LLMs', 'ML', 'Python', 'RAG']",270100.0,2026-03-09 00:00:00+00:00,senior,Masters in Machine Learning,datasciencejobs,https://datasciencejobs.com/jobs/senior-manager-ai-agents-workday-united-states-24/,194600.0,345600.0
"Director, Machine Learning",Visa,"Austin, Texas, United States",onsite,fulltime,[],278950.0,2026-03-09 00:00:00+00:00,senior,Masters in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/director-of-machine-learning-visa-united-states-56/,214500.0,343400.0
Agentic AI Architect,Kyndryl,"Tokyo, , Japan",onsite,fulltime,"['AWS', 'Azure', 'C++', 'GCP', 'Python']",,2026-03-09 00:00:00+00:00,mid-level,Masters in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/agentic-ai-architect-kyndryl-japan-3/,,
